NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Monumento Natural Das Ilhas Cagarras,Natural Monument,National,Not Reported,Not Applicable,Designated,1989,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Ibirapuitã,Environmental Protection Area,National,Ia,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Estadual Da Escarpa Devoniana,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Estação Ecológica Fernandes Pinheiro,Ecological Station,National,Ia,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Reserva Biológica Estadual Da Praia Do Sul,Biological Reserve,National,Ia,Not Applicable,Designated,1981,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Baía De Todos Os Santos,Environmental Protection Area,National,V,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata Do Urucu,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Do Aventureiro,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Reserva Extrativista Do Médio Purús,Extractive Reserve,National,VI,Not Applicable,Designated,2008,Federal or national ministry or agency,BRA
Área De Proteção Ambiental Do Iguaçú,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Estação Ecológica Da Ilha Do Mel,Ecological Station,National,Ia,Not Applicable,Designated,1982,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Estadual De Guaratuba,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Parque Estadual De Itaúnas,Park,National,II,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Estação Ecológica Rio Dos Touros,Ecological Station,National,Ia,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Rio Verde,Environmental Protection Area,National,V,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Estadual Da Serra Da Esperança,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Cachoeirinha,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Biológica Bom Jesus,Biological Reserve,National,Not Reported,Not Applicable,Designated,2012,Federal or national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Do Juma,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Ponte Do Baião,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Kahena,Natural Heritage Private Reserve,National,V,Not Applicable,Designated,2011,Federal or national ministry or agency,BRA
Reserva Biológica Estadual De Guaratiba,Biological Reserve,National,Ia,Not Applicable,Designated,1914,Sub-national ministry or agency,BRA
Área De Relevante Interesse Ecológico Do Morro Do Iririú,Area of Relevant Ecological Interest,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Serra Da Bolívia,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Parque Natural Municipal Vista Alegre,Park,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Bugio E Companhia,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata Da Usina São José,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Vovó Dindinha,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Mata Do Macuco,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata De Caraúna,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Cristalino Iii,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Do Conduru,Park,National,II,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Estação Ecológica Do Rio Preto,Ecological Station,National,V,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Estação Ecológica Estadual De Guaxindiba,Ecological Station,National,Ia,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Boa Vista E Pharol,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Refúgio Do Bugio,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Renascer,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Monumento Natural Experiência Da Jaguara,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Monumento Natural Estadual Da Pedra Do Baú,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Duas Pedras,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Serra Do Cumaru,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Banhado Dos Pachecos,Wildlife Refuge,National,III,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata Do Contra-Açude,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Ribeira E Soledade,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Alto Da Serra,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Cabeceira Do Prata,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Monumento Natural Da Gruta Do Lago Azul,Natural Monument,National,III,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural São José,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Municipal Piraque-Açú E Piraque-Mirim,Sustainable Development Reserve,National,Not Reported,Not Applicable,Designated,1986,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Dos Montes Altos,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Reserva Ecológica Vale Do Bugio,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Apa Sapucaí Mirim,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Parque Estadual Lagamar De Cananeia,Park,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Parque Estadual De Paraúna,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Parque Estadual Das Carnaúbas,Park,National,Not Reported,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Nêga Fulô,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Natural Municipal Morada Dos Corrêas,Park,National,II,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Fargo,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Dourada,Park,National,II,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Monumento Natural Estadual De Santo Antônio,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Nacional Da Serra Das Lontras,Park,National,Not Reported,Not Applicable,Designated,2010,Federal or national ministry or agency,BRA
Apa Campos Do Jordão,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Arie De São Sebastião,Area of Relevant Ecological Interest,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Apa Tietê,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1983,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Do Cabral,Park,National,II,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Toca Da Onça,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Natural Municipal Do Cancão,Park,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Santa Cecília Ii,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Jardim De Mukunda,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Estadual Da Lagoa Do Açu,Park,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Aguas Claras I,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Dos Morros Do Caraunã E Do Padre,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Dos Martírios/Andorinhas,Park,National,II,Not Applicable,Designated,1996,Sub-national ministry or agency,BRA
Parque Natural Municipal Verde Vale,Park,National,II,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Arie Da Granja Do Ipê,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Das Reentrâncias Maranhenses,Environmental Protection Area,National,V,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Parque Natural Municipal Dos Corais De Armação Dos Búzios,Park,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Região Do Maracanã,Environmental Protection Area,National,V,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata Serra Do Cotovelo,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Refúgio Do Guigó I E Ii,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Floresta Estadual De Rendimento Sustentado Gavião,Forest,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata De Bom Jardim,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Rio Curiaú,Environmental Protection Area,National,V,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Refúgio Estadual De Vida Silvestre Mata Dos Muriquis,Wildlife Refuge,National,III,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Cochá E Gibão,Environmental Protection Area,National,V,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Apa Silveiras,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Rds Dos Pinheirinhos,Sustainable Development Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Rio Cênico Rotas Monçoeiras,Environmental Protection Area,National,V,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Foz Do Rio Das Preguiças - Pequenos Lençóis - Região Lagunar Adjacente,Environmental Protection Area,National,V,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre De Boa Nova,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2010,Federal or national ministry or agency,BRA
Estação Ecológica De Mogi-Guaçu,Ecological Station,National,Ia,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Parque Estadual Da Serra Da Concórdia,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Do Rio Dos Frades,Wildlife Refuge,National,III,Not Applicable,Designated,2007,Federal or national ministry or agency,BRA
Refúgio De Vida Silvestre Das Ilhas Do Abrigo E Guararitama,Wildlife Refuge,National,III,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Area De Proteção Ambiental Municipal Serra Do Sambê,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Arie Do Córrego Mato Grande,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Rds Quilombos De Barra Do Turvo,Sustainable Development Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Biológica Do Ibirapuitã,Biological Reserve,National,Ia,Not Applicable,Designated,1976,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Matas Do Sistema Gurjaú,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Biológica Da Serra Geral,Biological Reserve,National,Ia,Not Applicable,Designated,1982,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata Do Junco,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Refugio De Vida Silvestre Da Serra Dos Montes Altos,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Da Ilha Do Morro Do Amaral,Sustainable Development Reserve,National,Not Reported,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Mata De Miritiba,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Sítio Serra Negra,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural São Carlos Do Mato Dentro,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Refúgio Estadual De Vida Silvestre Libélulas Da Serra De São José,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Parque Estadual Da Costa Do Sol,Park,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Extrativista Acaú-Goiana,Extractive Reserve,National,VI,Not Applicable,Designated,2007,Federal or national ministry or agency,BRA
Parque Estadual Da Lapa Grande,Park,National,II,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Monumento Natural Dos Morros Do Pão De Açúcar E Urca,Natural Monument,National,Not Reported,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Rppn Serra Do Itatins,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Refúgio De Vida Silvestre Metrópole Da Amazônia,Wildlife Refuge,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Lençóis,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Parque Estadual Cunhambebe,Park,National,II,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Estação Ecológica  De Arêdes,Ecological Station,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Estação Ecológica Estadual Wenceslau Guimarães,Ecological Station,National,Ia,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Rancho Chapadão,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Sítio Monte Alegre 1B,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Dois Peões,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Estadual Da Serra De Caldas Novas,Park,National,II,Not Applicable,Designated,1970,Sub-national ministry or agency,BRA
Parque Natural Municipal Três Coqueiros,Park,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Floresta Estadual Serra D'Água,Forest,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Apa Rio Batalha,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Floresta Estadual Do Araguaia,Forest,National,VI,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Parque Nacional Da Furna Feia,Park,National,Not Reported,Not Applicable,Designated,2012,Federal or national ministry or agency,BRA
Parque Estadual De Itapetinga,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Apa De Cafuringa,Environmental Protection Area,National,V,Not Applicable,Designated,1988,Sub-national ministry or agency,BRA
Reserva Extrativista Do Ciriáco,Extractive Reserve,National,VI,Not Applicable,Designated,1992,Federal or national ministry or agency,BRA
Apa Cajamar,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Parque Natural Municipal Da Serra Da Capoeira Grande,Park,National,II,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Parque Estadual Serra Do Sobrado,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Extrativista Taquari,Extractive Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Parque Estadual Da Ilha Grande,Park,National,II,Not Applicable,Designated,1971,Sub-national ministry or agency,BRA
Parque Natural Municipal Do Manguezal De Itanguá,Park,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Apa Represa Bairro Da Usina,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1986,Sub-national ministry or agency,BRA
Apa Ilha Comprida,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Monumento Natural Estadual  Serra Das Torres,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Itapiracó,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Fazenda São Geraldo,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Estação Ecológica Estadual Aratinga,Ecological Station,National,Ia,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Reserva Extrativista Mogno,Extractive Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,BRA
Estação Ecológica De Avaré,Ecological Station,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Estadual Do Mendanha,Park,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Parque Estadual Do Limoeiro,Park,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Lago De Peixe/Angical,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Serra Do Timóteo,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Floresta Nacional De Açungui,Forest,National,VI,Not Applicable,Designated,1968,Federal or national ministry or agency,BRA
Apa Corumbataí Botucatu Tejupa Perimetro Botucatu,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1983,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Cara Da Onça,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Apa Parque E Fazenda Do Carmo,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Estância Rio Do Ouro,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Reserva Biológica Do São Donato,Biological Reserve,National,Not Reported,Not Applicable,Designated,1975,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Pianissoli,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Cachoeira Da Fumaça,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Estadual Encontro Das Águas,Park,National,Not Reported,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Monumento Natural Municipal Serra Da Ferrugem,Natural Monument,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Lemke,Natural Heritage Private Reserve,National,IV,Not Applicable,Designated,2010,Federal or national ministry or agency,BRA
Apa Do Lago Paranoá,Environmental Protection Area,National,V,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Bacia Do Paraíba Do Sul,Environmental Protection Area,National,V,Not Applicable,Designated,1982,Federal or national ministry or agency,BRA
Parque Natural Municipal José Guilherme Merquior,Park,National,II,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Taquaral,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Monumento Natural Estadual Vargem Da Pedra,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Estação Ecológica De Marília,Ecological Station,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Boa Vista,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Estação Ecológica De Santa Bárbara,Ecological Station,National,Ia,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Vale Do Sol Ii,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Estadual Vale Do Códo,Park,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Parque Natural Municipal Bosque Da Barra,Park,National,II,Not Applicable,Designated,1983,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Grota Do Sossego,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Parque Estadual Da Fonte Grande,Park,National,II,Not Applicable,Designated,1986,Sub-national ministry or agency,BRA
Arie Do Bosque,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Floresta Nacional Do Jamari,Forest,National,VI,Not Applicable,Designated,1984,Federal or national ministry or agency,BRA
Parque Estadual Do Utinga,Park,National,II,Not Applicable,Designated,1993,Sub-national ministry or agency,BRA
Area De Proteção Ambiental Da Lagoa Verde,Environmental Protection Area,National,V,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Lagoa Grande,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Arie Santuário De Vida Silvestre Do Riacho Fundo,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1988,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Municipal Da Lagoa Jacuném,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Área De Proteção Ambiental De Massambaba,Environmental Protection Area,National,V,Not Applicable,Designated,1986,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Bacia Hidrográfica Do Rio Machado,Environmental Protection Area,National,V,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Area De Proteção Ambiental De Campinas,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Municípal Manguezal Sul Da Serra,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Estadual Do Rio Turvo,Park,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Apa De São José,Environmental Protection Area,National,V,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Parque Estadual Charapucu,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Estação Ecológica Do Jardim Botânico,Ecological Station,National,Ia,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Reserva Biológica Estadual Mata Paludosa,Biological Reserve,National,Ia,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Parque Estadual Pau Furado,Park,National,II,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Arie Do Córrego Cabeceira Do Valo,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Parque Natural Municipal Vale Do Mulembá,Park,National,Not Reported,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Apa Da Serra Dos Pretos Forros,Environmental Protection Area,National,V,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Area De Relevante Interesse Ecologico Parque Ambiental Antonio Danubio Lourenço Da Silva,Area of Relevant Ecological Interest,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Floresta Estadual São Judas Tadeu,Forest,National,Not Reported,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Ilha Do Combu,Environmental Protection Area,National,V,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Parque Natural Municipal Fonte Da Saudade,Park,National,II,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Floresta Nacional De Negreiros,Forest,National,VI,Not Applicable,Designated,2007,Federal or national ministry or agency,BRA
Parque Natural Municipal Da Prainha,Park,National,II,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Parque Natural Municipal De Piraputangas,Park,National,II,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Parque Estadual De Terra Ronca,Park,National,II,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Reserva Particular  Do Patrimônio Natural Estadual Córrego  Cascata,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Bozi,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Estrada Parque De Piraputanga,Environmental Protection Area,National,V,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Apa Do Bairro Da Freguesia,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Monumento Natural Municipal Da Pedra Do Colégio,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Gotas Azuis,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
